tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,chromostome_number_2n,ploidy_level_x,dna_amount_2c_pg,pair
1086,26.934430000000205,Rapistrum_rugosum,Arabis_sagittata,0.07643294403145262,0.19427349207472888,0.10803301837476442,0.08778271809436888,0.21606603674952884,0.17556543618873777,0.18446596240621693,0.2820562101690978,0.29249898078098147,0.36983892826346687,NA,NA,NA,164
669,3.1987610003001805,Tagetes_tenuifolia,Tagetes_micrantha,-0.2730023103912078,0.07918290737276923,-0.036740359032879866,-0.04176328331910861,-0.07348071806576018,-0.08352656663821723,-0.30974266942408796,0.03741962405366023,-0.3464830284569679,-0.004343659265448441,NA,NA,NA,201
667,10.04666700030019,Pectis_prostrata,Dyssodia_papposa,-0.15491086010115973,-0.1249387366082999,-0.09657264775778307,-0.22526328856653377,-0.19314529551556614,-0.45052657713306754,-0.2514835078589427,-0.35020202517483356,-0.34805615561672587,-0.5754653137413672,NA,NA,NA,145
698,1.7872970003001853,Baccharis_salicifolia,Baccharis_sordescens,-0.4393270301415555,0.0968944377980967,0.15251884112799985,-0.020593821902258336,0.3050376822559997,-0.04118764380451623,-0.28680818901355554,0.07630061589583863,-0.13428934788555558,0.05570679399358047,NA,NA,NA,31
696,1.9869100003001847,Laennecia_sophiifolia,Baccharis_pteronioides,0,0.17607049183598078,-0.1357219122663893,-0.14677085305357318,-0.2714438245327786,-0.2935417061071459,-0.13572191226638924,0.029299638782407843,-0.2714438245327784,-0.11747121427116536,NA,NA,NA,111
807,4.8460350003002475,Stachys_byzantina,Sideritis_montana,0.38533570181518195,0.3358309652125122,-0.0785122116318695,-0.044066130907987056,-0.15702442326373856,-0.08813226181597456,0.3068234901833126,0.29176483430452504,0.22831127855144295,0.24769870339653788,NA,NA,NA,198
805,10.66183500030023,Stachys_asterocalyx,Stachys_lavandulifolia,-0.2005025841268866,-0.12036297551029307,0.018344747890327362,0.01372759377034316,0.03668949578065428,0.02745518754068632,-0.18215783623655926,-0.10663538173995,-0.1638130883462321,-0.09290778796960719,NA,NA,NA,197
859,0.8013710003002359,Asperula_glomerata,Asperula_molluginoides,-0.05441913793765796,-1.6717044752259376,-0.057301045204822376,0.0873270189861215,-0.11460209040964475,0.174654037972243,-0.11172018314248033,-1.5843774562398159,-0.16902122834730293,-1.4970504372536946,NA,NA,NA,25
857,6.09597100030021,Sherardia_arvensis,Callipeltis_cucullaris,0.13955039445723605,0.25375512827980184,-0.056869899464746076,-0.11724343572812201,-0.1137397989294926,-0.23448687145624403,0.08268049499248994,0.13651169255167975,0.025810595527743674,0.01926825682355804,NA,NA,NA,184
951,0.003123000300206513,Trifolium_angulatum,Trifolium_montanum,-0.5711673276521294,-0.16123851026505376,0.2515446325840629,0.15078539379091116,0.5030892651681256,0.3015707875818221,-0.3196226950680663,-0.010453116474142682,-0.06807806248400339,0.14033227731676834,NA,NA,NA,212
