source_id,trait,mu,n,sd,source,se
Euphorbia millii var. hislopii,abaxial_stomatal_length_um,12.32,5,0.737902433,sundberg_comparison_1986,NA
Euphorbia millii var. splendans,adaxial_stomatal_density_mm2,160,5,8.94427191,sundberg_comparison_1986,NA
Euphorbia millii var. splendans,abaxial_stomatal_density_mm2,103.3,5,18.55936421,sundberg_comparison_1986,NA
Euphorbia millii var. splendans,adaxial_stomatal_length_um,10.32,5,0.737902433,sundberg_comparison_1986,NA
Euphorbia millii var. splendans,abaxial_stomatal_length_um,12.99,5,1.498165545,sundberg_comparison_1986,NA
Fockea crispa,adaxial_stomatal_density_mm2,15,5,6.93181073,sundberg_comparison_1986,NA
Fockea crispa,abaxial_stomatal_density_mm2,68.3,5,12.96919427,sundberg_comparison_1986,NA
Fockea crispa,adaxial_stomatal_length_um,17.98,5,1.498165545,sundberg_comparison_1986,NA
Fockea crispa,abaxial_stomatal_length_um,17.65,5,0.737902433,sundberg_comparison_1986,NA
Fockea edulis,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Fockea edulis,abaxial_stomatal_density_mm2,108.3,5,37.34233522,sundberg_comparison_1986,NA
Fockea edulis,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Fockea edulis,abaxial_stomatal_length_um,14.32,5,1.498165545,sundberg_comparison_1986,NA
Fouquieria columnaris,adaxial_stomatal_density_mm2,63.3,5,12.96919427,sundberg_comparison_1986,NA
Fouquieria columnaris,abaxial_stomatal_density_mm2,68.3,5,7.379024326,sundberg_comparison_1986,NA
Fouquieria columnaris,adaxial_stomatal_length_um,19.98,5,2.236067977,sundberg_comparison_1986,NA
Fouquieria columnaris,abaxial_stomatal_length_um,23.31,5,3.734233522,sundberg_comparison_1986,NA
Fouquieria digitata,adaxial_stomatal_density_mm2,53.3,5,11.18033989,sundberg_comparison_1986,NA
Fouquieria digitata,abaxial_stomatal_density_mm2,80,5,14.98165545,sundberg_comparison_1986,NA
Fouquieria digitata,adaxial_stomatal_length_um,21.65,5,1.498165545,sundberg_comparison_1986,NA
Fouquieria digitata,abaxial_stomatal_length_um,20.31,5,2.236067977,sundberg_comparison_1986,NA
Mascagnia macroptera,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Mascagnia macroptera,abaxial_stomatal_density_mm2,253.3,5,48.52267511,sundberg_comparison_1986,NA
Mascagnia macroptera,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Mascagnia macroptera,abaxial_stomatal_length_um,12.99,5,1.498165545,sundberg_comparison_1986,NA
Pachycormis discolor,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Pachycormis discolor,abaxial_stomatal_density_mm2,176.7,5,19.4537914,sundberg_comparison_1986,NA
Pachycormis discolor,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Pachycormis discolor,abaxial_stomatal_length_um,12.99,5,0.737902433,sundberg_comparison_1986,NA
Pachypodium lamerei,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Pachypodium lamerei,abaxial_stomatal_density_mm2,130,5,22.36067977,sundberg_comparison_1986,NA
Pachypodium lamerei,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Pachypodium lamerei,abaxial_stomatal_length_um,16.98,5,1.498165545,sundberg_comparison_1986,NA
Abromeitiella brevifolia,adaxial_stomatal_density_mm2,20,5,3.801315562,sundberg_comparison_1986,NA
Abromeitiella brevifolia,abaxial_stomatal_density_mm2,68.3,5,16.09968944,sundberg_comparison_1986,NA
Abromeitiella brevifolia,adaxial_stomatal_length_um,10.32,5,2.236067977,sundberg_comparison_1986,NA
Abromeitiella brevifolia,abaxial_stomatal_length_um,8.99,5,0.737902433,sundberg_comparison_1986,NA
Aeonium cooperi,adaxial_stomatal_density_mm2,16.7,5,9.391485505,sundberg_comparison_1986,NA
Aeonium cooperi,abaxial_stomatal_density_mm2,21.7,5,3.801315562,sundberg_comparison_1986,NA
Aeonium cooperi,adaxial_stomatal_length_um,14.32,5,2.236067977,sundberg_comparison_1986,NA
Aeonium cooperi,abaxial_stomatal_length_um,18.98,5,2.236067977,sundberg_comparison_1986,NA
Agave deserti,adaxial_stomatal_density_mm2,40,5,9.391485505,sundberg_comparison_1986,NA
Agave deserti,abaxial_stomatal_density_mm2,31.7,5,11.18033989,sundberg_comparison_1986,NA
Agave deserti,adaxial_stomatal_length_um,25.31,5,2.236067977,sundberg_comparison_1986,NA
Agave deserti,abaxial_stomatal_length_um,25.64,5,2.236067977,sundberg_comparison_1986,NA
Agave lurida,adaxial_stomatal_density_mm2,23.3,5,16.77050983,sundberg_comparison_1986,NA
Agave lurida,abaxial_stomatal_density_mm2,30,5,18.55936421,sundberg_comparison_1986,NA
Agave lurida,adaxial_stomatal_length_um,22.64,5,2.97397041,sundberg_comparison_1986,NA
Agave lurida,abaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Aloe aristata,adaxial_stomatal_density_mm2,1.7,5,9.391485505,sundberg_comparison_1986,NA
Aloe aristata,abaxial_stomatal_density_mm2,15,5,3.801315562,sundberg_comparison_1986,NA
Aloe aristata,adaxial_stomatal_length_um,24.98,5,0.737902433,sundberg_comparison_1986,NA
Aloe aristata,abaxial_stomatal_length_um,24.98,5,3.734233522,sundberg_comparison_1986,NA
Aloe broomii,adaxial_stomatal_density_mm2,31.7,5,12.96919427,sundberg_comparison_1986,NA
Aloe broomii,abaxial_stomatal_density_mm2,25,5,7.379024326,sundberg_comparison_1986,NA
Aloe broomii,adaxial_stomatal_length_um,31.64,5,2.236067977,sundberg_comparison_1986,NA
Aloe broomii,abaxial_stomatal_length_um,30.97,5,2.236067977,sundberg_comparison_1986,NA
Aloinopsis schoonesii,adaxial_stomatal_density_mm2,121.7,5,37.34233522,sundberg_comparison_1986,NA
Aloinopsis schoonesii,abaxial_stomatal_density_mm2,18.3,5,12.96919427,sundberg_comparison_1986,NA
Aloinopsis schoonesii,adaxial_stomatal_length_um,15.32,5,1.498165545,sundberg_comparison_1986,NA
Aloinopsis schoonesii,abaxial_stomatal_length_um,15.65,5,1.498165545,sundberg_comparison_1986,NA
Andromischus christatus,adaxial_stomatal_density_mm2,16.7,5,5.590169944,sundberg_comparison_1986,NA
Andromischus christatus,abaxial_stomatal_density_mm2,11.7,5,3.801315562,sundberg_comparison_1986,NA
Andromischus christatus,adaxial_stomatal_length_um,27.31,5,1.498165545,sundberg_comparison_1986,NA
Andromischus christatus,abaxial_stomatal_length_um,29.97,5,2.236067977,sundberg_comparison_1986,NA
Carruanthus sp.,adaxial_stomatal_density_mm2,21.7,5,9.391485505,sundberg_comparison_1986,NA
Carruanthus sp.,abaxial_stomatal_density_mm2,11.7,5,12.96919427,sundberg_comparison_1986,NA
Carruanthus sp.,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Carruanthus sp.,abaxial_stomatal_length_um,22.98,5,3.734233522,sundberg_comparison_1986,NA
Cephalphyllum sp.,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Cephalphyllum sp.,abaxial_stomatal_density_mm2,41.7,5,12.96919427,sundberg_comparison_1986,NA
Cephalphyllum sp.,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Cephalphyllum sp.,abaxial_stomatal_length_um,16.65,5,3.734233522,sundberg_comparison_1986,NA
Cissus trifoliata,adaxial_stomatal_density_mm2,30,5,9.391485505,sundberg_comparison_1986,NA
Cissus trifoliata,abaxial_stomatal_density_mm2,38.3,5,16.77050983,sundberg_comparison_1986,NA
Cissus trifoliata,adaxial_stomatal_length_um,18.32,5,1.498165545,sundberg_comparison_1986,NA
Cissus trifoliata,abaxial_stomatal_length_um,14.65,5,1.498165545,sundberg_comparison_1986,NA
Cotyledon orbiculata,adaxial_stomatal_density_mm2,20,5,3.801315562,sundberg_comparison_1986,NA
Cotyledon orbiculata,abaxial_stomatal_density_mm2,20,5,3.801315562,sundberg_comparison_1986,NA
Cotyledon orbiculata,adaxial_stomatal_length_um,17.98,5,2.236067977,sundberg_comparison_1986,NA
Cotyledon orbiculata,abaxial_stomatal_length_um,14.65,5,1.498165545,sundberg_comparison_1986,NA
Dudleya sp.,adaxial_stomatal_density_mm2,26.7,5,3.801315562,sundberg_comparison_1986,NA
Dudleya sp.,abaxial_stomatal_density_mm2,16.7,5,7.379024326,sundberg_comparison_1986,NA
Dudleya sp.,adaxial_stomatal_length_um,19.65,5,2.236067977,sundberg_comparison_1986,NA
Dudleya sp.,abaxial_stomatal_length_um,23.31,5,1.498165545,sundberg_comparison_1986,NA
Gasteria verrucosa,adaxial_stomatal_density_mm2,18.3,5,1.118033989,sundberg_comparison_1986,NA
Gasteria verrucosa,abaxial_stomatal_density_mm2,18.3,5,7.379024326,sundberg_comparison_1986,NA
Gasteria verrucosa,adaxial_stomatal_length_um,19.65,5,2.236067977,sundberg_comparison_1986,NA
Gasteria verrucosa,abaxial_stomatal_length_um,23.31,5,1.498165545,sundberg_comparison_1986,NA
Glottiphyllum fragrans,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Glottiphyllum fragrans,abaxial_stomatal_density_mm2,18.3,5,7.379024326,sundberg_comparison_1986,NA
Glottiphyllum fragrans,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Glottiphyllum fragrans,abaxial_stomatal_length_um,20.31,5,2.236067977,sundberg_comparison_1986,NA
Haworthia attenuata,adaxial_stomatal_density_mm2,13.3,5,3.801315562,sundberg_comparison_1986,NA
Haworthia attenuata,abaxial_stomatal_density_mm2,15,5,3.801315562,sundberg_comparison_1986,NA
Haworthia attenuata,adaxial_stomatal_length_um,27.64,5,3.734233522,sundberg_comparison_1986,NA
Haworthia attenuata,abaxial_stomatal_length_um,26.64,5,4.472135955,sundberg_comparison_1986,NA
Haworthia cuspidata,adaxial_stomatal_density_mm2,15,5,9.391485505,sundberg_comparison_1986,NA
Haworthia cuspidata,abaxial_stomatal_density_mm2,25,5,0,sundberg_comparison_1986,NA
Haworthia cuspidata,adaxial_stomatal_length_um,17.98,5,0.737902433,sundberg_comparison_1986,NA
Haworthia cuspidata,abaxial_stomatal_length_um,17.65,5,1.498165545,sundberg_comparison_1986,NA
Hechtia texensis,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Hechtia texensis,abaxial_stomatal_density_mm2,68.3,5,7.379024326,sundberg_comparison_1986,NA
Hechtia texensis,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Hechtia texensis,abaxial_stomatal_length_um,9.66,5,0.737902433,sundberg_comparison_1986,NA
Hereroa nelii,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Hereroa nelii,abaxial_stomatal_density_mm2,55,5,16.77050983,sundberg_comparison_1986,NA
Hereroa nelii,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Hereroa nelii,abaxial_stomatal_length_um,17.98,5,2.97397041,sundberg_comparison_1986,NA
Kalanchoe beharensis,adaxial_stomatal_density_mm2,25,5,7.379024326,sundberg_comparison_1986,NA
Kalanchoe beharensis,abaxial_stomatal_density_mm2,38.3,5,9.391485505,sundberg_comparison_1986,NA
Kalanchoe beharensis,adaxial_stomatal_length_um,12.99,5,1.498165545,sundberg_comparison_1986,NA
Kalanchoe beharensis,abaxial_stomatal_length_um,13.32,5,0.737902433,sundberg_comparison_1986,NA
Kalanchoe fedschenkoi,adaxial_stomatal_density_mm2,21.7,5,3.801315562,sundberg_comparison_1986,NA
Kalanchoe fedschenkoi,abaxial_stomatal_density_mm2,23.3,5,7.379024326,sundberg_comparison_1986,NA
Kalanchoe fedschenkoi,adaxial_stomatal_length_um,20.65,5,2.236067977,sundberg_comparison_1986,NA
Kalanchoe fedschenkoi,abaxial_stomatal_length_um,19.31,5,2.236067977,sundberg_comparison_1986,NA
Pedilanthus sp.,adaxial_stomatal_density_mm2,63.3,5,12.96919427,sundberg_comparison_1986,NA
Pedilanthus sp.,abaxial_stomatal_density_mm2,31.7,5,11.18033989,sundberg_comparison_1986,NA
Pedilanthus sp.,adaxial_stomatal_length_um,12.99,5,1.498165545,sundberg_comparison_1986,NA
Pedilanthus sp.,abaxial_stomatal_length_um,20.65,5,2.236067977,sundberg_comparison_1986,NA
Portulacaria afra,adaxial_stomatal_density_mm2,45,5,7.379024326,sundberg_comparison_1986,NA
Portulacaria afra,abaxial_stomatal_density_mm2,43.3,5,7.379024326,sundberg_comparison_1986,NA
Portulacaria afra,adaxial_stomatal_length_um,29.98,5,2.97397041,sundberg_comparison_1986,NA
Portulacaria afra,abaxial_stomatal_length_um,20.31,5,2.236067977,sundberg_comparison_1986,NA
Rhombophyllum rhomboideum,adaxial_stomatal_density_mm2,100,5,27.95084972,sundberg_comparison_1986,NA
Rhombophyllum rhomboideum,abaxial_stomatal_density_mm2,43.3,5,31.75216528,sundberg_comparison_1986,NA
Rhombophyllum rhomboideum,adaxial_stomatal_length_um,15.98,5,0.737902433,sundberg_comparison_1986,NA
Rhombophyllum rhomboideum,abaxial_stomatal_length_um,12.65,5,1.498165545,sundberg_comparison_1986,NA
Trichodiadema barbata,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Trichodiadema barbata,abaxial_stomatal_density_mm2,97.9,5,35.10626725,sundberg_comparison_1986,NA
Trichodiadema barbata,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Trichodiadema barbata,abaxial_stomatal_length_um,12.99,5,2.236067977,sundberg_comparison_1986,NA
Tylecodon paniculata,adaxial_stomatal_density_mm2,25,5,9.391485505,sundberg_comparison_1986,NA
Tylecodon paniculata,abaxial_stomatal_density_mm2,23.3,5,7.379024326,sundberg_comparison_1986,NA
Tylecodon paniculata,adaxial_stomatal_length_um,26.31,5,4.472135955,sundberg_comparison_1986,NA
Tylecodon paniculata,abaxial_stomatal_length_um,24.31,5,5.210038388,sundberg_comparison_1986,NA
Xerosicyos danguryi,adaxial_stomatal_density_mm2,83.3,5,12.96919427,sundberg_comparison_1986,NA
Xerosicyos danguryi,abaxial_stomatal_density_mm2,88.3,5,12.96919427,sundberg_comparison_1986,NA
Xerosicyos danguryi,adaxial_stomatal_length_um,9.99,5,1.498165545,sundberg_comparison_1986,NA
Xerosicyos danguryi,abaxial_stomatal_length_um,8.33,5,1.498165545,sundberg_comparison_1986,NA
Yucca brevifolia,adaxial_stomatal_density_mm2,60,5,11.18033989,sundberg_comparison_1986,NA
Yucca brevifolia,abaxial_stomatal_density_mm2,65,5,11.18033989,sundberg_comparison_1986,NA
Yucca brevifolia,adaxial_stomatal_length_um,20.31,5,2.236067977,sundberg_comparison_1986,NA
Yucca brevifolia,abaxial_stomatal_length_um,24.64,5,2.236067977,sundberg_comparison_1986,NA
Baccharis sarothroides,adaxial_stomatal_density_mm2,66.7,5,11.18033989,sundberg_comparison_1986,NA
Baccharis sarothroides,abaxial_stomatal_density_mm2,65,5,3.801315562,sundberg_comparison_1986,NA
Baccharis sarothroides,adaxial_stomatal_length_um,21.98,5,2.236067977,sundberg_comparison_1986,NA
Baccharis sarothroides,abaxial_stomatal_length_um,26.64,5,3.734233522,sundberg_comparison_1986,NA
Cercidium microphyllum,adaxial_stomatal_density_mm2,243.3,5,44.72135955,sundberg_comparison_1986,NA
Cercidium microphyllum,abaxial_stomatal_density_mm2,145,5,22.36067977,sundberg_comparison_1986,NA
Cercidium microphyllum,adaxial_stomatal_length_um,12.65,5,1.498165545,sundberg_comparison_1986,NA
Cercidium microphyllum,abaxial_stomatal_length_um,14.65,5,1.498165545,sundberg_comparison_1986,NA
Cercidium peninsulare,adaxial_stomatal_density_mm2,376.7,5,74.46106365,sundberg_comparison_1986,NA
Cercidium peninsulare,abaxial_stomatal_density_mm2,188.3,5,16.77050983,sundberg_comparison_1986,NA
Cercidium peninsulare,adaxial_stomatal_length_um,8.66,5,0.737902433,sundberg_comparison_1986,NA
Cercidium peninsulare,abaxial_stomatal_length_um,8.99,5,0.737902433,sundberg_comparison_1986,NA
Ziziphus mucronata,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Ziziphus mucronata,abaxial_stomatal_density_mm2,226.7,5,48.52267511,sundberg_comparison_1986,NA
Ziziphus mucronata,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Ziziphus mucronata,abaxial_stomatal_length_um,13.32,5,0.737902433,sundberg_comparison_1986,NA
Ziziphus obtusifolia,adaxial_stomatal_density_mm2,55,5,9.391485505,sundberg_comparison_1986,NA
Ziziphus obtusifolia,abaxial_stomatal_density_mm2,146.7,5,37.34233522,sundberg_comparison_1986,NA
Ziziphus obtusifolia,adaxial_stomatal_length_um,13.65,5,0.737902433,sundberg_comparison_1986,NA
Ziziphus obtusifolia,abaxial_stomatal_length_um,12.99,5,1.498165545,sundberg_comparison_1986,NA
Ziziphus spina-christi,adaxial_stomatal_density_mm2,41.7,5,31.75216528,sundberg_comparison_1986,NA
Ziziphus spina-christi,abaxial_stomatal_density_mm2,220,5,70.88335489,sundberg_comparison_1986,NA
Ziziphus spina-christi,adaxial_stomatal_length_um,16.98,5,0.737902433,sundberg_comparison_1986,NA
Ziziphus spina-christi,abaxial_stomatal_length_um,13.65,5,1.498165545,sundberg_comparison_1986,NA
Berberis haematocarpa,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Berberis haematocarpa,abaxial_stomatal_density_mm2,203.6,5,43.82693236,sundberg_comparison_1986,NA
Berberis haematocarpa,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Berberis haematocarpa,abaxial_stomatal_length_um,13.32,5,1.498165545,sundberg_comparison_1986,NA
Celtis pallida,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Celtis pallida,abaxial_stomatal_density_mm2,213.3,5,46.51021393,sundberg_comparison_1986,NA
Celtis pallida,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Celtis pallida,abaxial_stomatal_length_um,11.66,5,0.737902433,sundberg_comparison_1986,NA
Dasylirion wheeleri,adaxial_stomatal_density_mm2,75,5,26.16199534,sundberg_comparison_1986,NA
Dasylirion wheeleri,abaxial_stomatal_density_mm2,71.7,5,11.18033989,sundberg_comparison_1986,NA
Dasylirion wheeleri,adaxial_stomatal_length_um,19.98,5,2.236067977,sundberg_comparison_1986,NA
Dasylirion wheeleri,abaxial_stomatal_length_um,17.32,5,2.236067977,sundberg_comparison_1986,NA
Dodonaea microzyga,adaxial_stomatal_density_mm2,125,5,18.55936421,sundberg_comparison_1986,NA
Dodonaea microzyga,abaxial_stomatal_density_mm2,120,5,7.379024326,sundberg_comparison_1986,NA
Dodonaea microzyga,adaxial_stomatal_length_um,11.32,5,0.737902433,sundberg_comparison_1986,NA
Dodonaea microzyga,abaxial_stomatal_length_um,13.32,5,0.737902433,sundberg_comparison_1986,NA
Dodonaea viscosa,adaxial_stomatal_density_mm2,90,5,12.96919427,sundberg_comparison_1986,NA
Dodonaea viscosa,abaxial_stomatal_density_mm2,205,5,48.52267511,sundberg_comparison_1986,NA
Dodonaea viscosa,adaxial_stomatal_length_um,15.32,5,0.737902433,sundberg_comparison_1986,NA
Dodonaea viscosa,abaxial_stomatal_length_um,12.32,5,0.737902433,sundberg_comparison_1986,NA
Eucalyptus leucoxylon,adaxial_stomatal_density_mm2,281.7,5,22.36067977,sundberg_comparison_1986,NA
Eucalyptus leucoxylon,abaxial_stomatal_density_mm2,368.3,5,50.31152949,sundberg_comparison_1986,NA
Eucalyptus leucoxylon,adaxial_stomatal_length_um,10.66,5,1.498165545,sundberg_comparison_1986,NA
Eucalyptus leucoxylon,abaxial_stomatal_length_um,11.66,5,1.498165545,sundberg_comparison_1986,NA
Larrea divaricata,adaxial_stomatal_density_mm2,141.7,5,14.98165545,sundberg_comparison_1986,NA
Larrea divaricata,abaxial_stomatal_density_mm2,95,5,16.77050983,sundberg_comparison_1986,NA
Larrea divaricata,adaxial_stomatal_length_um,23.31,5,1.498165545,sundberg_comparison_1986,NA
Larrea divaricata,abaxial_stomatal_length_um,16.65,5,1.498165545,sundberg_comparison_1986,NA
Larrea tridentata,adaxial_stomatal_density_mm2,148.3,5,37.34233522,sundberg_comparison_1986,NA
Larrea tridentata,abaxial_stomatal_density_mm2,145,5,24.14953416,sundberg_comparison_1986,NA
Larrea tridentata,adaxial_stomatal_length_um,19.31,5,1.498165545,sundberg_comparison_1986,NA
Larrea tridentata,abaxial_stomatal_length_um,13.65,5,1.498165545,sundberg_comparison_1986,NA
Maytenus heterophylla,adaxial_stomatal_density_mm2,85,5,16.09968944,sundberg_comparison_1986,NA
Maytenus heterophylla,abaxial_stomatal_density_mm2,143.3,5,18.55936421,sundberg_comparison_1986,NA
Maytenus heterophylla,adaxial_stomatal_length_um,18.32,5,1.498165545,sundberg_comparison_1986,NA
Maytenus heterophylla,abaxial_stomatal_length_um,14.99,5,1.498165545,sundberg_comparison_1986,NA
Simmondsia chinensis,adaxial_stomatal_density_mm2,160,5,16.32329624,sundberg_comparison_1986,NA
Simmondsia chinensis,abaxial_stomatal_density_mm2,125,5,46.51021393,sundberg_comparison_1986,NA
Simmondsia chinensis,adaxial_stomatal_length_um,13.99,5,1.498165545,sundberg_comparison_1986,NA
Simmondsia chinensis,abaxial_stomatal_length_um,14.32,5,1.498165545,sundberg_comparison_1986,NA
Vauqueliana californica,adaxial_stomatal_density_mm2,0,5,0,sundberg_comparison_1986,NA
Vauqueliana californica,abaxial_stomatal_density_mm2,215,5,26.16199534,sundberg_comparison_1986,NA
Vauqueliana californica,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Vauqueliana californica,abaxial_stomatal_length_um,14.99,5,1.498165545,sundberg_comparison_1986,NA
Mesembryanthemum sp.,adaxial_stomatal_density_mm2,163.3,5,48.52267511,sundberg_comparison_1986,NA
Mesembryanthemum sp.,abaxial_stomatal_density_mm2,145,5,26.16199534,sundberg_comparison_1986,NA
Mesembryanthemum sp.,adaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Mesembryanthemum sp.,abaxial_stomatal_length_um,NA,5,NA,sundberg_comparison_1986,NA
Rumex sp.,adaxial_stomatal_density_mm2,105,5,22.36067977,sundberg_comparison_1986,NA
Rumex sp.,abaxial_stomatal_density_mm2,81.7,5,20.57182539,sundberg_comparison_1986,NA
Rumex sp.,adaxial_stomatal_length_um,22.98,5,2.236067977,sundberg_comparison_1986,NA
Rumex sp.,abaxial_stomatal_length_um,24.98,5,4.472135955,sundberg_comparison_1986,NA
Scilla violacea,adaxial_stomatal_density_mm2,3.3,5,3.801315562,sundberg_comparison_1986,NA
Scilla violacea,abaxial_stomatal_density_mm2,35,5,0,sundberg_comparison_1986,NA
Scilla violacea,adaxial_stomatal_length_um,18.98,5,1.498165545,sundberg_comparison_1986,NA
Scilla violacea,abaxial_stomatal_length_um,19.31,5,1.498165545,sundberg_comparison_1986,NA
Solidago canadensis,adaxial_stomatal_length_um,NA,30,NA,szymura_leaf_2011,NA
Solidago canadensis,abaxial_stomatal_length_um,20.54,30,3.28,szymura_leaf_2011,NA
Solidago canadensis,adaxial_stomatal_density_mm2,0.5,30,3.96,szymura_leaf_2011,NA
Solidago canadensis,abaxial_stomatal_density_mm2,299.68,30,64.17,szymura_leaf_2011,NA
Solidago altissima,adaxial_stomatal_length_um,NA,30,NA,szymura_leaf_2011,NA
Solidago altissima,abaxial_stomatal_length_um,21.93,30,2.75,szymura_leaf_2011,NA
Solidago altissima,adaxial_stomatal_density_mm2,5.63,30,13.53,szymura_leaf_2011,NA
Solidago altissima,abaxial_stomatal_density_mm2,301.87,30,74.89,szymura_leaf_2011,NA
Solidago gigantea,adaxial_stomatal_length_um,20.3,30,2.59,szymura_leaf_2011,NA
Solidago gigantea,abaxial_stomatal_length_um,26.73,30,2.95,szymura_leaf_2011,NA
Solidago gigantea,adaxial_stomatal_density_mm2,18.39,30,20.26,szymura_leaf_2011,NA
Solidago gigantea,abaxial_stomatal_density_mm2,212.71,30,43.87,szymura_leaf_2011,NA
Solidago graminifolia,adaxial_stomatal_length_um,27.29,30,1.89,szymura_leaf_2011,NA
Solidago graminifolia,abaxial_stomatal_length_um,28.84,30,2.72,szymura_leaf_2011,NA
Solidago graminifolia,adaxial_stomatal_density_mm2,190.29,30,32.99,szymura_leaf_2011,NA
Solidago graminifolia,abaxial_stomatal_density_mm2,125.76,30,30.84,szymura_leaf_2011,NA
Solidago vigaurea,adaxial_stomatal_length_um,30.9,30,2.21,szymura_leaf_2011,NA
Solidago vigaurea,abaxial_stomatal_length_um,29.17,30,4.77,szymura_leaf_2011,NA
Solidago vigaurea,adaxial_stomatal_density_mm2,13.24,30,18.54,szymura_leaf_2011,NA
Solidago vigaurea,abaxial_stomatal_density_mm2,96.58,30,20.68,szymura_leaf_2011,NA
Acacia farnesiana,abaxial_stomatal_length_um,16.97903760333333,3,NA,xiong_one_2020,0.01019218904024108
Acacia farnesiana,abaxial_stomatal_width_um,15.51487774,3,NA,xiong_one_2020,0.4185950334031055
Acacia farnesiana,adaxial_stomatal_length_um,18.642489063333333,3,NA,xiong_one_2020,0.6731195502205869
Acacia farnesiana,adaxial_stomatal_width_um,14.149577726666667,3,NA,xiong_one_2020,0.7250928085994024
Arundo donax,abaxial_stomatal_length_um,22.67398026,3,NA,xiong_one_2020,2.1308844030316565
Arundo donax,abaxial_stomatal_width_um,10.727540146666666,3,NA,xiong_one_2020,0.36010245114115336
Arundo donax,adaxial_stomatal_length_um,20.980486406666667,3,NA,xiong_one_2020,0.8317057536112307
Arundo donax,adaxial_stomatal_width_um,11.07347366,3,NA,xiong_one_2020,0.29433579975736857
Astragalus sinicus,abaxial_stomatal_length_um,20.59000185,3,NA,xiong_one_2020,0.7338033964817229
Astragalus sinicus,abaxial_stomatal_width_um,13.830532206666666,3,NA,xiong_one_2020,0.7670326872822516
Astragalus sinicus,adaxial_stomatal_length_um,18.674391483333338,3,NA,xiong_one_2020,1.0399718578724573
Astragalus sinicus,adaxial_stomatal_width_um,15.198713686666666,3,NA,xiong_one_2020,0.7386950299000856
Avena sativa,abaxial_stomatal_length_um,21.286579276666668,3,NA,xiong_one_2020,1.6264923416402666
Avena sativa,abaxial_stomatal_width_um,13.066911696666669,3,NA,xiong_one_2020,1.3847617462105049
Avena sativa,adaxial_stomatal_length_um,20.175008903333335,3,NA,xiong_one_2020,0.813881541418276
Avena sativa,adaxial_stomatal_width_um,13.894974123333332,3,NA,xiong_one_2020,2.000737869689968
Beta vulgaris,abaxial_stomatal_length_um,21.945616743333336,3,NA,xiong_one_2020,2.3535408309276806
Beta vulgaris,abaxial_stomatal_width_um,14.38784279,3,NA,xiong_one_2020,1.780370269907644
Beta vulgaris,adaxial_stomatal_length_um,21.011910103333335,3,NA,xiong_one_2020,1.9567671459523683
Beta vulgaris,adaxial_stomatal_width_um,14.977665083333331,3,NA,xiong_one_2020,0.4311799637646164
Centella asiatica,abaxial_stomatal_length_um,23.52136305,9,NA,xiong_one_2020,1.0891228387574623
Centella asiatica,abaxial_stomatal_width_um,16.916717598888887,9,NA,xiong_one_2020,0.45449644426843894
Centella asiatica,adaxial_stomatal_length_um,22.923131376666667,9,NA,xiong_one_2020,0.761546476926891
Centella asiatica,adaxial_stomatal_width_um,17.104423666666666,9,NA,xiong_one_2020,0.7191074453397012
Chenopodium album,abaxial_stomatal_length_um,22.67804915,3,NA,xiong_one_2020,2.927233200729938
Chenopodium album,abaxial_stomatal_width_um,16.73353774,3,NA,xiong_one_2020,0.10988896903895742
