resolved_name,family,source,source_id,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,phy_name,grass,c,h,j,m,b,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,genus,subspecies,chromostome_number_2n,ploidy_level_x,c_value_reference,c_value_note,dna_amount_2c_pg
Limonium_retusum,Plumbaginaceae,conesa_stomatal_2019,Limonium retusum,42.882278757142856,43.78696818142857,56.14485193714286,50.03276080571428,Limonium_retusum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,1576.1221995218473,1251.6385769209096,0.8176385058369463,0.7439999098266605,0.06758771151521699,0.0548054585422844,Limonium,NA,NA,NA,NA,NA,NA
Linaria_kurdica,Plantaginaceae,zarinkamar_stomatal_2007,Linaria kurdica,115.98,125.27,31.86,31.9,Linaria_kurdica,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,507.52979999999997,508.80499999999995,1.2548806288317724,1.3570982794733695,0.058863306203999995,0.06373800234999999,Linaria,NA,NA,NA,NA,NA,NA
Linum_nervosum,Linaceae,zarinkamar_stomatal_2007,Linum nervosum,72.73,81.33,31.17,31.73,Linum_nervosum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,485.78445000000005,503.39645,0.7698815805975158,0.8763838863909578,0.035331103048500005,0.0409412332785,Linum,NA,NA,NA,NA,NA,NA
Linum_nodiflorum,Linaceae,zarinkamar_stomatal_2007,Linum nodiflorum,67.44,70.06,39.57,37.91,Linum_nodiflorum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,782.89245,718.5840499999998,0.9062690555250209,0.9019811401692022,0.052798266828,0.05034399854299999,Linum,NA,NA,NA,NA,NA,NA
Linum_tenuifolium,Linaceae,zarinkamar_stomatal_2007,Linum tenuifolium,14.05,185.17,32.62,30.46,Linum_tenuifolium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,532.0321999999999,463.9058,0.15564451494833093,1.915464312688644,0.007475052409999998,0.085901436986,Linum,NA,16,NA,pustahija_small_2013,NA,5.22
Lotus_alpinus,Fabaceae,stenglein_leaf_2003,Lotus alpinus,77.14141531,133.98245817,26.2,25.3,Lotus_alpinus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,343.21999999999997,320.045,0.6863765434624975,1.1511767298851732,0.026476476562698196,0.042880415825017656,Lotus,NA,12,2,borsos_cytophotometric_1973,NA,1
Lotus_creticus,Fabaceae,stenglein_leaf_2003,Lotus creticus,105.56193674,121.8022347,21.8,23.4,Lotus_creticus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,237.62,273.78,0.7815151161802804,0.9679315659113565,0.025083627408158796,0.033347015816166,Lotus,NA,NA,NA,NA,NA,NA
Lotus_krylovii,Fabaceae,stenglein_leaf_2003,Lotus krylovii,101.50186225,239.54439491,23,23.8,Lotus_krylovii,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,264.5,283.22,0.7928214393148576,1.9361388958016055,0.026847242565125,0.0678437635264102,Lotus,NA,12,2,chen_species_1973,NA,1
Lotus_ornithopodioides,Fabaceae,stenglein_leaf_2003,Lotus ornithopodioides,113.68208572,8.12014898,24.7,24,Lotus_ornithopodioides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,305.04499999999996,288,0.9535918390089659,0.06618335493410984,0.0346781518384574,0.00233860290624,Lotus,NA,NA,NA,NA,NA,NA
Lotus_rigidus,Fabaceae,stenglein_leaf_2003-1,Lotus rigidus,60.90111729000001,117.742160094,34.5,31.5,Lotus_rigidus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,595.125,496.125,0.7135392946803905,1.2595519723488628,0.03624377742721125,0.05841482917663575,Lotus,NA,NA,NA,NA,NA,NA
Lotus_uliginosus,Fabaceae,stenglein_leaf_2003,Lotus uliginosus,308.56566124,178.64327756,24.6,20.4,Lotus_uliginosus,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,302.58000000000004,208.07999999999998,2.577841674683579,1.2376287372678543,0.09336579777799921,0.0371720931946848,Lotus,NA,12,2,tanaka_determination_2016,NA,0.84
Marrubium_astracanicum,Lamiaceae,zarinkamar_stomatal_2007,Marrubium astracanicum,275.8,87.23,20.55,22.05,Marrubium_astracanicum,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,211.15125,243.10125000000002,1.924773485531671,0.6532027518621442,0.058235514749999995,0.021205722037500003,Marrubium,NA,NA,NA,NA,NA,NA
Medicago_lupulina,Fabaceae,yang_large-scale_2014,Medicago lupulina,263,192,12.9,13.5,Medicago_lupulina,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,83.205,91.125,1.1521764606679794,0.8802550729658982,0.021882915,0.017496,Medicago,NA,16,2,mowforth_intra-population_1989,NA,1.8
Medicago_minima,Fabaceae,zarinkamar_stomatal_2007,Medicago minima,279.54,270.74,18.79,18.07,Medicago_minima,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,176.53205,163.26245,1.7837922813234994,1.6614379129158974,0.049347769257,0.044201675713,Medicago,NA,16,2,fyad-lameche_chromosom_2016,NA,1.16
Medicago_rigidula,Fabaceae,zarinkamar_stomatal_2007,Medicago rigidula,268.7,226.3,19.42,18.33,Medicago_rigidula,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,188.56820000000005,167.99444999999997,1.7721090007782772,1.4087066291718018,0.050668275340000006,0.03801714403499999,Medicago,NA,NA,NA,NA,NA,NA
Medicago_ruthenica,Fabaceae,yang_large-scale_2014,Medicago ruthenica,750,478,10,9.9,Medicago_ruthenica,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,50,49.005,2.5470343546466965,1.6070767964078796,0.0375,0.02342439,Medicago,NA,NA,NA,NA,NA,NA
Medicago_sativa,Fabaceae,zarinkamar_stomatal_2007,Medicago sativa,290.43,244.02,17.11,18.88,Medicago_sativa,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,146.37605,178.22719999999998,1.6875825413571846,1.564591448321379,0.0425119962015,0.043491001343999997,Medicago,NA,32,4,pustahija_small_2013,NA,3.44
Melaleuca_linariifolia,Myrtaceae,huang_leaf_2019,Melaleuca linariifolia,605.81,791.3,5.85,6.92,Melaleuca_linariifolia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,17.11125,23.9432,1.2035547282630417,1.8596054041382613,0.010366166362499998,0.01894625416,Melaleuca,NA,NA,NA,NA,NA,NA
Melaleuca_quinquenervia,Myrtaceae,huang_leaf_2019,Melaleuca quinquenervia,380.15,290.03,25.08,24.66,Melaleuca_quinquenervia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,314.50319999999994,304.0578,3.23784508756894,2.42889943731146,0.11955839147999996,0.08818588373399999,Melaleuca,NA,NA,NA,morgan_relationship_2005,NA,1.94
Melaleuca_styphelioides,Myrtaceae,gindel_stomatal_1969,Melaleuca styphelioides,367,599,23,21,Melaleuca_styphelioides,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,264.5,220.5,2.8666022650097016,4.271886019613439,0.09707149999999999,0.1320795,Melaleuca,NA,NA,NA,NA,NA,NA
Melampodium_longifolium,Asteraceae,rivera_meso-_2017,Melampodium longifolium Cerv. ex Cav.,1150.22,139.42,10.35,25.985,Melampodium_longifolium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,53.561249999999994,337.61011249999996,4.042916800454377,1.2303292213200034,0.061607220974999995,0.04706960188474999,Melampodium,NA,NA,NA,NA,NA,NA
Mentha_diemenica,Lamiaceae,hanafy_leaf_2019,Mentha diemenica,204,16,21.8,23.4,Mentha_diemenica,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,237.62,273.78,1.510289490931305,0.12714795498396306,0.04847448,0.004380479999999999,Mentha,NA,NA,NA,NA,NA,NA
Mentha_longifolia,Lamiaceae,zarinkamar_stomatal_2007,Mentha longifolia,229.2,7.01,25.17,29.7,Mentha_longifolia,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,316.76445000000007,441.04499999999996,1.9591665998293366,0.07070465487125041,0.07260241194000001,0.0030917254499999995,Mentha,NA,24,2,hanson_unpublished_2002,"Hanson L, Leitch IJ, Bennett MD. Unpublished data from the Jodrell Laboratory, Royal Botanic Gardens, Kew",0.78
Mentha_pulegium,Lamiaceae,hanafy_leaf_2019,Mentha pulegium,243,75,16.4,16.8,Mentha_pulegium,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,134.48,141.12,1.3533921746850686,0.4279017715806449,0.032678639999999995,0.010584,Mentha,NA,NA,NA,NA,NA,NA
Mentha_requienii,Lamiaceae,hanafy_leaf_2019,Mentha requienii,96,71,15.8,17.8,Mentha_requienii,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,124.82000000000001,158.42000000000002,0.5151122278837479,0.4291922689869993,0.01198272,0.01124782,Mentha,NA,NA,NA,NA,NA,NA
Mentha_spicata,Lamiaceae,hanafy_leaf_2019,Mentha spicata,424,9,15,15.6,Mentha_spicata,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,112.5,121.67999999999999,2.1598851327403983,0.04768048311898615,0.0477,0.00109512,Mentha,NA,NA,NA,NA,NA,NA
Mercurialis_perennis,Euphorbiaceae,bucher_stomatal_2017,Mercurialis perennis L.,103.1,0.7,36.2,39,Mercurialis_perennis,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,655.2200000000001,760.5,1.2674790078799323,0.009271205050913972,0.067553182,5.3235e-4,Mercurialis,NA,42,NA,pustahija_small_2013,NA,3.06
Minuartia_acuminata,Caryophyllaceae,zarinkamar_stomatal_2007,Minuartia acuminata,71,88,34,34.2,Minuartia_acuminata,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,578,584.82,0.8198054576156166,1.0220739458326265,0.041038,0.05146416,Minuartia,NA,NA,NA,NA,NA,NA
Minuartia_lineata,Caryophyllaceae,zarinkamar_stomatal_2007,Minuartia lineata,82,143,30.2,30.4,Minuartia_lineata,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,456.02,462.08,0.8409967834462772,1.4763290328693492,0.03739364,0.06607744,Minuartia,NA,NA,NA,NA,NA,NA
Minuartia_recurva,Caryophyllaceae,zarinkamar_stomatal_2007,Minuartia recurva,110,170,30.01,30.03,Minuartia_recurva,FALSE,0.5,0.5,0.5,0.4320531824955447,0.001111607142857143,450.30005000000006,450.90045000000003,1.1210686810832278,1.7337153445209135,0.049533005500000005,0.0766530765,Minuartia,NA,NA,NA,NA,NA,NA
